word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
ganjil,0,0,0,0,0,0,0,0,0,0
anomali,0,0,0,1,0,1,0,0,1,0
segera,0,0,0,0,0,0,0,0,0,0
anonim,0,0,0,0,0,1,0,0,0,0
menjawab,0,0,0,0,0,0,0,0,0,0
jawab,0,0,0,0,0,0,0,0,0,1
menjawab,0,0,0,0,0,0,0,0,0,0
semut,0,0,0,0,0,0,0,0,0,0
antagonisme,1,0,0,0,0,1,0,0,0,0
antagonis,1,0,0,0,0,1,0,0,0,0
bermusuhan,1,0,1,0,0,1,0,0,0,0
sokongan,0,0,0,0,0,0,0,0,0,0
mendahului,0,0,0,0,0,0,0,0,0,0
kijang,0,0,0,0,0,0,0,0,0,0
antena,0,0,0,0,0,0,0,0,0,0
depan,0,0,0,0,0,0,0,0,0,0
lagu kebangsaan,0,0,0,0,0,0,0,0,0,0
antologi,0,0,0,0,0,0,0,0,0,0
antraks,0,0,1,1,0,1,0,1,0,0
antropologi,0,0,0,0,0,0,0,0,0,0
antibiotika,0,0,0,0,0,0,0,0,0,0
antibiotik,0,0,0,0,0,0,1,0,0,0
antikristus,1,0,1,1,0,1,0,0,0,0
antisipasi,0,1,0,0,0,0,0,0,0,0
antisipatif,0,1,0,0,0,0,0,0,0,0
penangkal,0,1,0,0,0,0,1,0,0,1
antijamur,0,0,0,0,0,0,1,0,0,1
antimon,0,0,0,0,0,0,0,0,0,0
antipati,1,0,1,0,0,1,0,0,0,0
barang antik,0,0,0,0,0,0,0,0,0,0
kuno,0,0,0,0,0,1,0,0,0,0
antik,0,0,0,0,0,0,1,0,0,0
jaman dahulu,0,0,0,0,0,0,0,0,0,0
antiseptik,0,0,0,0,0,0,1,0,0,1
antisosial,1,0,1,1,0,1,0,1,0,0
antitesis,1,0,0,0,0,1,0,0,0,0
berlawanan,0,0,0,0,0,0,0,0,0,0
antivirus,0,0,0,0,0,0,0,0,0,0
tanduk,0,0,0,0,0,0,0,0,0,0
landasan,0,0,0,0,0,0,0,0,0,0
kecemasan,1,1,0,1,0,1,0,1,0,0
cemas,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
cepat,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
Apartemen,0,0,0,0,0,0,0,0,0,0
apatis,0,0,0,0,0,1,0,1,0,0
apati,0,0,0,0,0,1,0,1,0,0
kera,0,0,0,0,0,0,0,0,0,0
bukaan,0,0,0,0,0,0,0,0,0,0
puncak,0,0,0,0,0,0,0,0,0,0
kutu,0,0,1,0,0,1,0,0,0,0
masing-masing,0,0,0,0,0,0,0,0,0,0
percaya diri,0,0,0,0,0,0,1,0,0,0
apokaliptik,0,0,0,0,0,0,0,0,0,0
minta maaf,0,0,0,0,0,0,1,0,0,1
pembela,0,0,0,0,0,0,0,0,0,0
meminta maaf,0,0,0,0,0,0,1,1,0,1
permintaan maaf,0,0,0,0,0,0,1,0,0,0
kemurtadan,0,0,0,0,0,0,0,0,0,0
murtad,0,0,0,0,0,0,0,0,0,0
rasul,0,0,0,0,0,0,1,0,0,1
apostolik,0,0,0,0,0,0,0,0,0,1
apostrof,0,0,0,0,0,0,0,0,0,0
mengerikan,0,0,1,1,0,1,0,0,0,0
aparat,0,0,0,0,0,0,0,0,0,0
pakaian,0,0,0,0,0,0,0,0,0,0
tampaknya,0,0,0,0,0,0,0,0,0,0
penampakan,0,0,0,1,0,0,0,0,1,0
menarik,0,1,0,0,0,0,0,0,0,0
penampilan,0,0,0,0,0,0,0,0,0,0
menenangkan,0,0,0,0,0,0,0,0,0,0
pemohon banding,0,0,0,0,0,0,0,0,0,0
menambahkan,0,0,0,0,0,0,0,0,0,0
tambahan,0,0,0,0,0,0,0,0,0,0
radang usus buntu,0,0,0,1,0,1,0,1,0,0
lampiran,0,0,0,0,0,0,0,0,0,0
nafsu makan,0,0,0,0,0,0,0,0,0,0
hidangan pembuka,0,0,0,0,0,0,0,0,0,0
tepuk tangan,0,0,0,0,1,0,1,0,1,1
apel,0,0,0,0,0,0,0,0,0,0
alat,0,0,0,0,0,0,0,0,0,0
peralatan,0,0,0,0,0,0,0,0,0,0
penerapan,0,0,0,0,0,0,0,0,0,0
berlaku,0,0,0,0,0,0,0,0,0,0
pemohon,0,1,0,0,0,0,0,0,0,0
aplikasi,0,0,0,0,0,0,0,0,0,0
berlaku,0,0,0,0,0,0,0,0,0,0
menunjuk,0,0,0,0,0,0,0,0,0,0
janji temu,0,0,0,0,0,0,0,0,0,0
janji temu,0,0,0,0,0,0,0,0,0,0
membagikan,0,0,0,0,0,0,0,0,0,0
pembagian,0,0,0,0,0,0,0,0,0,0
menilai,0,0,0,0,0,0,0,0,0,0
cukup besar,0,0,0,0,0,0,0,0,0,0
apresiasi,0,0,0,0,1,0,1,0,0,1
menangkap,0,0,0,1,0,0,0,0,0,0
penangkapan,0,0,0,1,0,1,0,0,0,0
gelisah,0,1,0,1,0,1,0,0,0,0
anak magang,0,0,0,0,0,0,0,0,0,1
magang,0,0,0,0,0,0,0,0,0,0
mendekati,0,0,0,0,0,0,0,0,0,0
mendekati,0,1,0,0,0,0,0,0,0,0
persetujuan,0,0,0,0,0,0,1,0,0,1
pemberian,0,0,0,0,0,1,0,0,0,0
persetujuan,0,0,0,0,0,0,1,0,0,0
menyetujui,0,0,0,0,1,0,1,0,0,1
menyetujui,0,0,0,0,0,0,1,0,0,0
perkiraan,0,0,0,0,0,0,0,0,0,0
sekitar,0,0,0,0,0,0,0,0,0,0
mendekati,0,0,0,0,0,0,0,0,0,0
perkiraan,0,0,0,0,0,0,0,0,0,0
perlengkapan,0,0,0,0,0,0,0,0,0,0
celemek,0,0,0,0,0,0,0,0,0,0
tepat,0,0,0,0,0,0,1,0,0,0
bakat,0,0,0,0,0,0,1,0,0,0
air,0,0,0,0,0,0,0,0,0,0
aquamarine,0,0,0,0,0,0,0,0,0,0
akuarium,0,0,0,0,0,0,0,0,0,0
akuatik,0,0,0,0,0,0,0,0,0,0
terowongan air,0,0,0,0,0,0,0,0,0,0
encer,0,0,0,0,0,0,0,0,0,0
subur,0,0,0,0,0,0,0,0,0,0
wasit,0,0,0,0,0,0,0,0,0,1
melerai,0,0,0,0,0,0,0,0,0,0
arbitrasi,0,1,0,0,0,0,0,0,0,0
wasit,0,0,0,0,0,0,0,0,0,1
punjung,0,0,0,0,0,0,0,0,0,0
busur,0,0,0,0,0,0,0,0,0,0
arcade,0,0,0,0,0,0,0,0,0,0
lengkungan,0,0,0,0,0,0,0,0,0,0
arkeologi,0,0,0,0,0,0,0,0,0,0
arkeolog,0,0,0,0,0,0,0,0,0,0
arkeologi,0,1,0,0,0,0,1,0,0,0
kuno,0,0,0,0,0,1,0,0,0,0
uskup agung,0,0,0,0,0,0,0,0,0,0
melengkung,0,0,0,0,0,0,0,0,0,0
pemanah,0,0,0,0,0,0,0,0,0,0
panahan,0,0,0,0,0,0,0,0,0,0
pola dasar,0,0,0,0,0,0,0,0,0,0
kepulauan,0,0,0,0,0,0,0,0,0,0
arsitek,0,0,0,0,0,0,0,0,0,0
Arsitektur,0,0,0,0,0,0,0,0,0,1
arsip,0,0,0,0,0,0,0,0,0,0
arktik,0,0,0,0,0,0,0,0,0,0
bersemangat,0,1,0,0,1,0,1,0,0,0
semangat,0,0,0,0,0,0,1,0,0,0
sulit,0,0,0,0,0,1,0,0,0,0
daerah,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0
areola,0,0,0,0,0,0,0,0,0,0
perak,0,0,0,0,0,0,0,0,0,0
membantah,1,0,0,0,0,1,0,0,0,0
argumen,1,0,0,0,0,1,0,0,0,0
argumentasi,1,0,0,0,0,0,0,0,0,0
argumentatif,0,0,0,0,0,1,0,0,0,0
argumen,1,0,0,0,0,0,0,0,0,0
kering,0,0,0,0,0,1,0,1,0,0
aristokrasi,0,0,0,0,0,0,1,0,0,0
aristokrat,0,0,0,0,0,0,0,0,0,0
bangsawan,0,0,0,0,0,0,1,0,0,0
hitung,0,0,0,0,0,0,0,0,0,0
tabut,0,0,0,0,0,0,0,0,0,0
lengan,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
persenjataan,1,0,0,1,0,0,0,0,0,0
persenjataan,0,0,0,1,0,1,0,0,0,0
angker,0,0,0,0,0,0,0,0,0,0
bersenjata,1,0,0,1,0,1,1,0,0,0
baju zirah,0,0,0,1,0,0,1,0,0,1
lapis baja,0,0,0,1,0,0,0,0,0,0
gudang senjata,0,0,0,0,0,0,0,0,0,1
lengan,0,0,0,0,0,0,0,0,0,0
tentara,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0
gairah,0,0,0,0,0,0,0,0,0,0
membangkitkan,0,1,0,0,0,0,1,0,0,0
dakwaan,1,0,0,1,0,1,0,1,0,0
mengatur,0,0,0,0,0,0,0,0,0,0
diatur,0,0,0,0,0,0,0,0,0,0
pengaturan,0,0,0,0,0,0,0,0,0,0
Himpunan,0,0,0,0,0,0,1,0,0,0
tunggakan,0,0,0,0,0,1,0,0,0,0
menangkap,0,0,0,0,0,1,0,0,0,0
kedatangan,0,1,0,0,0,0,0,0,0,0
tiba,0,1,0,0,0,0,0,0,0,0
kesombongan,0,0,0,0,0,1,0,0,0,0
arogan,1,0,1,0,0,1,0,0,0,0
anak panah,0,0,0,0,0,0,0,0,0,0
gudang senjata,0,0,0,0,0,0,0,0,0,0
arsenik,0,0,1,1,0,1,0,1,0,0
pembakaran,1,0,0,1,0,1,0,0,0,0
seni,0,1,0,0,1,0,1,1,1,0
pembuluh darah,0,0,0,0,0,0,0,0,0,0
licik,0,0,0,0,0,0,0,0,0,0
artropoda,0,0,0,0,0,0,0,0,0,0
artichoke,0,0,0,0,0,0,0,0,0,0
artikel,0,0,0,0,0,0,0,0,0,0
artikel,0,0,0,0,0,0,0,0,0,0
pandai berbicara,0,0,0,0,0,0,1,0,0,0
artikulasi,0,0,0,0,0,0,1,0,0,0
kecerdasan,0,0,0,0,0,0,0,0,0,0
artileri,0,0,0,1,0,1,0,0,0,0
tukang,0,0,0,0,0,0,1,0,0,0
artis,0,0,0,0,0,0,0,0,0,0
artis,0,0,0,0,0,0,1,0,0,0
artistik,0,0,0,0,0,0,1,0,0,0
artis,0,0,0,0,0,0,0,0,0,0
naik,0,0,0,0,0,0,0,0,0,0
kekuasaan,0,0,0,0,0,0,1,0,0,0
kenaikan,0,0,0,0,0,0,0,0,0,0
pendakian,0,0,0,0,0,0,1,0,0,0
memastikan,0,0,0,0,0,0,0,0,0,0
dipastikan,0,0,0,0,0,0,0,0,0,0
pertapa,0,0,0,0,0,0,0,0,0,0
Abu,0,0,0,0,0,1,0,0,0,0
malu,0,0,1,0,0,1,0,1,0,0
abu,0,0,0,0,0,1,0,1,0,0
tertidur,0,0,0,0,0,0,0,0,0,0
asp,0,0,0,1,0,0,0,0,0,0
aspartam,0,0,0,0,0,0,0,0,0,0
aspek,0,0,0,0,0,0,0,0,0,0
aspek,0,0,0,0,0,0,0,0,0,0
aspal,0,0,0,0,0,0,0,0,0,0
aspirasi,0,1,0,0,1,0,1,0,1,1
bercita-cita,0,1,0,0,1,0,1,0,0,0
bercita-cita,0,1,0,0,1,0,1,0,0,1
pantat,0,0,0,0,0,1,0,0,0,0
menyerang,1,0,0,1,0,1,0,0,1,0
penyerang,1,0,0,1,0,1,0,1,0,0
pembunuh,1,0,0,1,0,1,0,1,0,0
membunuh,1,0,0,1,0,1,0,0,0,0
pembunuhan,1,0,0,1,0,1,0,1,0,0
serangan,1,0,0,1,0,1,0,0,0,0
pengujian kadar logam,0,0,0,0,0,0,0,0,0,0
himpunan,0,0,0,0,0,0,0,0,0,0
berkumpul,0,0,0,0,0,0,0,0,0,0
berkumpul,0,0,0,0,0,0,0,0,0,0
perakitan,0,0,0,0,0,0,1,0,0,1
persetujuan,0,0,0,0,0,0,1,0,0,0
menegaskan,0,0,0,0,0,0,0,0,0,0
menegaskan,0,0,0,0,0,0,1,0,0,1
tuntutan,0,0,0,0,0,0,0,0,0,0
menilai,0,0,0,0,0,0,0,0,0,0
penilaian,0,0,0,0,0,0,0,0,1,1
penilai,0,0,0,0,0,0,0,0,0,1
aktiva,0,0,0,0,0,0,1,0,0,0
bajingan,1,0,1,0,0,1,0,0,0,0
menetapkan,0,0,0,0,0,0,0,0,0,0
penerima tugas,0,0,0,0,0,0,0,0,0,1
penugasan,0,0,0,0,0,0,0,0,0,0
mengasimilasi,0,0,0,0,0,0,0,0,0,0
asimilasi,0,0,0,0,0,0,0,0,0,0
membantu,0,0,0,0,0,0,1,0,0,1
pendampingan,0,0,0,0,0,0,1,0,0,0
asisten,0,0,0,0,0,0,0,0,0,0
rekan,0,0,0,0,0,0,1,0,0,1
asosiasi,0,0,0,0,0,0,0,0,0,1
berbagai macam,0,0,0,0,0,0,0,0,0,0
bermacam-macam,0,0,0,0,0,0,0,0,0,0
meredakan,0,0,0,0,0,0,1,0,0,0
diasumsikan,0,0,0,0,0,0,0,0,0,0
asumsi,0,0,0,0,0,0,0,0,0,0
anggapan,0,0,0,0,0,0,0,0,0,0
jaminan,0,0,0,0,0,0,1,0,0,1
memastikan,0,0,0,0,0,0,0,0,0,1
terjamin,0,0,0,0,0,0,1,0,0,1
pasti,0,0,0,0,0,0,0,0,0,1
asterisk,0,0,0,0,0,0,0,0,0,0
asteroid,0,0,0,0,0,0,0,0,0,0
astigmatisme,0,0,0,0,0,0,0,0,0,0
secara mengejutkan,0,0,0,0,0,0,1,0,1,0
heran,0,0,0,0,1,0,1,0,1,0
astral,0,0,0,0,0,0,0,0,0,0
sesat,0,0,0,1,0,1,0,0,0,0
zat,0,0,0,0,0,1,0,0,0,0
ahli nujum,0,1,0,0,0,0,1,0,0,0
perbintangan,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0
ahli astronomi,0,1,0,0,0,0,1,0,0,0
astronomi,0,0,0,0,0,0,0,0,0,0
cerdik,0,0,0,0,0,0,1,0,0,0
terbelah,0,0,0,0,0,0,0,0,0,0
suaka,0,0,0,1,0,1,0,0,0,0
asimetris,0,0,0,0,0,0,0,0,0,0
asimetri,0,0,1,0,0,0,0,0,0,0
asimtotik,0,0,0,0,0,0,0,0,0,0
studio,0,0,0,0,0,0,0,0,0,0
ateisme,0,0,0,0,0,1,0,0,0,0
ateis,0,0,0,0,0,0,0,0,0,0
aterosklerosis,0,0,0,1,0,1,0,1,0,0
atlet,0,0,0,0,0,0,1,0,0,0
atletis,0,0,0,0,0,0,1,0,0,0
atletis,0,0,0,0,0,0,0,0,0,0
atletik,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
suasana,0,0,0,0,0,0,0,0,0,0
atmosfer,0,0,0,0,0,0,0,0,0,0
atol,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0
atom,0,0,0,0,0,0,0,0,0,0
menebus,0,1,0,0,1,0,1,0,0,1
penebusan dosa,0,0,0,0,0,0,1,0,0,0
atrium,0,0,0,0,0,0,0,0,0,0
mengerikan,1,0,1,0,0,1,0,0,0,0
kekejaman,1,0,1,1,0,1,0,1,0,0
atrophia,0,0,1,1,0,1,0,1,0,0
menempel,0,0,0,0,0,0,0,0,0,0
lampiran,0,0,0,0,0,0,1,0,0,0
menyerang,1,0,0,1,0,1,0,0,0,0
menyerang,1,0,1,1,0,1,0,1,1,0
mencapai,0,0,0,0,0,0,0,0,0,0
dapat dicapai,0,1,0,0,0,0,1,0,0,0
pencapaian,0,0,0,0,0,0,1,0,0,0
percobaan,0,1,0,0,0,0,0,0,0,0
kehadiran,0,1,0,0,0,0,0,0,0,0
pembantu,0,0,0,0,0,0,1,0,0,1
perhatian,0,0,0,0,0,0,1,0,0,0
penuh perhatian,0,0,0,0,0,0,1,0,0,1
melemahkan,0,0,0,0,0,0,0,0,0,0
dilemahkan,0,0,0,0,0,1,0,0,0,0
redaman,0,0,0,0,0,1,0,1,0,0
membuktikan,0,0,0,0,0,0,1,0,0,1
pengesahan,0,0,0,0,0,0,0,0,0,1
loteng,0,0,0,0,0,0,0,0,0,0
pakaian,0,0,0,0,0,0,0,0,0,0
sikap,0,0,0,0,0,0,0,0,0,0
pengacara,1,0,0,1,0,0,1,0,0,1
daya tarik,0,0,0,0,0,0,1,0,0,0
daya tarik,0,0,0,0,0,0,1,0,0,0
disebabkan,0,0,0,0,0,0,0,0,0,0
atribut,0,0,0,0,0,0,0,0,0,0
atribusi,0,0,0,0,0,0,0,0,0,0
erosi,0,0,0,0,0,0,0,0,0,0
pirang,0,0,0,0,0,0,0,0,0,0
lelang,0,1,0,0,0,0,0,0,0,0
juru lelang,0,0,0,0,0,0,0,0,0,0
berani,0,0,0,0,0,0,0,0,0,0
kenekatan,0,0,0,0,0,1,0,0,0,0
terdengar,0,0,0,0,0,0,0,0,0,0
hadirin,0,1,0,0,0,0,0,0,0,0
audit,0,0,0,0,0,0,0,0,0,0
audisi,0,0,0,0,0,0,0,0,0,0
auditor,0,0,0,1,0,0,0,0,0,1
auditorium,0,0,0,0,0,0,0,0,0,0
pendengaran,0,0,0,0,0,0,0,0,0,0
apa pun,0,0,0,0,0,0,0,0,0,0
menambah,0,0,0,0,0,0,1,0,0,0
augmentasi,0,0,0,0,0,0,0,0,0,0
Agustus,0,0,0,0,0,0,1,0,0,0
tante,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
aurora,0,0,0,0,0,0,0,0,0,0
bantuan,0,0,0,0,0,0,0,0,0,0
menguntungkan,0,1,0,0,1,0,1,0,0,0
keras,0,0,0,1,0,1,0,1,0,0
penghematan,0,0,0,0,0,1,0,0,0,0
autentik,0,0,0,0,1,0,1,0,0,1
mengautentikasi,0,0,0,0,0,0,0,0,0,1
autentikasi,0,0,0,0,0,0,0,0,0,1
keaslian,0,0,0,0,0,0,1,0,0,1
pengarang,0,0,0,0,0,0,1,0,0,1
berwibawa,0,0,0,0,0,0,1,0,0,1
otoritas,0,0,0,0,0,0,1,0,0,1
otorisasi,0,0,0,0,0,0,1,0,0,1
mengizinkan,0,0,0,0,0,0,0,0,0,1
resmi,0,0,0,0,0,0,1,0,0,0
kepengarangan,0,0,0,0,0,0,0,0,0,0
mobil,0,0,0,0,0,0,0,0,0,0
autobiografi,0,0,0,0,0,0,0,0,0,0
otokratis,0,0,0,0,0,1,0,0,0,0
tanda tangan,0,0,0,0,0,0,0,0,0,0
otomatis,0,0,0,0,0,0,0,0,0,1
mobil,0,0,0,0,0,0,0,0,0,0
otonomi,0,0,0,0,0,0,0,0,0,0
autopsi,0,0,1,1,0,1,0,1,0,0
musim gugur,0,0,0,0,0,0,0,0,0,0
bantu,0,0,0,0,0,0,0,0,0,0
faedah,0,0,0,0,0,0,0,0,0,0
salju longsor,0,0,0,1,0,1,0,1,1,0
ketamakan,1,0,1,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
pembalas,1,0,0,0,0,1,0,0,0,0
jalan,0,0,0,0,0,0,0,0,0,0
menegaskan,0,0,0,0,0,0,0,0,0,0
rata-rata,0,0,0,0,0,0,0,0,0,0
enggan,1,0,1,1,0,1,0,0,0,0
keengganan,1,0,1,1,0,1,0,0,0,0
mencegah,0,0,0,0,0,0,0,0,0,0
kandang burung,0,0,0,0,0,0,0,0,0,0
penerbangan,0,0,0,0,0,0,0,0,0,0
penerbang,0,0,0,0,0,0,0,0,0,0
keranjingan,0,0,0,0,0,0,0,0,0,0
alpukat,0,0,0,0,0,0,0,0,0,0
menghindari,0,0,0,1,0,1,0,0,0,0
penghindaran,0,0,0,1,0,1,0,0,0,0
menghindari,0,0,0,1,0,0,0,0,0,0
menunggu,0,1,0,0,0,0,0,0,0,0
bangun,0,0,0,0,0,0,0,0,0,0
membangkitkan,0,0,0,0,0,0,0,0,0,0
menghadiahkan,0,1,0,0,1,0,1,0,1,1
perasaan kagum,0,0,0,0,0,0,0,0,0,0
buruk sekali,1,0,1,1,0,1,0,1,0,0
kejanggalan,0,0,1,0,0,1,0,0,0,0
kajang,0,0,0,0,0,0,0,0,0,0
serba salah,0,0,0,0,0,1,0,0,0,0
aksial,0,0,0,0,0,0,0,0,0,0
aksioma,0,0,0,0,0,0,0,0,0,1
aksiomatis,0,0,0,0,0,0,0,0,0,1
sumbu,0,0,0,0,0,0,0,0,0,0
gandar,0,0,0,0,0,0,0,0,0,0
ay,0,0,0,0,0,0,1,0,0,0
Iya,0,0,0,0,0,0,1,0,0,0
azimut,0,0,0,0,0,0,0,0,0,0
biru langit,0,0,0,0,0,0,0,0,0,0
mengoceh,0,0,0,0,0,1,0,0,0,0
mengoceh,0,0,0,0,0,1,0,0,0,0
babon,0,0,1,0,0,1,0,0,0,0
bayi,0,0,0,0,1,0,1,0,0,0
pengasuh anak,0,0,0,0,0,0,0,0,0,1
sarjana muda,0,0,0,0,0,0,1,0,0,0
bakarat,0,0,0,0,0,0,0,0,0,0
sarjana,0,0,0,0,0,0,0,0,0,0
kembali,0,0,0,0,0,0,0,0,0,0
tulang punggung,1,0,0,0,0,0,1,0,0,1
penyokong,0,0,0,0,0,0,0,0,0,1
serangan balik,0,0,0,0,0,0,0,0,0,0
bakgamon,0,0,0,0,0,0,0,0,0,0
Latar Belakang,0,0,0,0,0,0,0,0,0,0
backhoe,0,0,0,0,0,0,0,0,0,0
backpacker,0,0,0,0,0,0,0,0,0,0
mundur,0,0,0,0,0,0,0,0,0,0
ke belakang,0,0,0,0,0,1,0,0,0,0
ke belakang,0,0,1,0,0,1,0,0,0,0
terpencil,0,0,0,0,0,1,0,1,0,0
bakteri,0,0,1,1,0,1,0,1,0,0
bakteri,0,0,1,1,0,1,0,0,0,0
buruk,1,0,1,1,0,1,0,1,0,0
lencana,0,0,0,0,0,0,0,0,0,1
luak,1,0,0,0,0,1,0,0,0,0
dengan buruk,0,0,0,0,0,1,0,1,0,0
kejahatan,1,0,1,1,0,1,0,0,0,0
membingungkan,0,0,0,0,0,0,0,0,0,0
tas,0,0,0,0,0,0,0,0,0,0
bagasi,0,0,0,0,0,0,0,0,0,0
longgar,0,0,0,0,0,0,0,0,0,0
bagpipe,0,0,0,0,0,0,0,0,0,0
jaminan,0,0,0,0,0,0,0,0,0,0
juru sita,0,0,0,1,0,1,0,0,0,1
umpan,0,0,0,1,0,1,0,0,0,1
memanggang,0,0,0,0,0,0,0,0,0,0
toko roti,0,0,0,0,0,0,0,0,0,0
pembakaran,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0
keseimbangan,0,0,0,0,0,0,1,0,0,0
seimbang,0,0,0,0,0,0,1,0,0,0
balkon,0,0,0,0,0,0,0,0,0,0
botak,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,1,0,1,0,0,0,0
menggagalkan,0,0,0,0,0,1,0,0,0,0
bola,0,0,0,0,0,0,0,0,0,0
kidung,0,0,0,0,0,0,1,0,0,0
pemberat,0,0,0,0,0,0,0,0,0,0
balet,0,0,0,0,0,0,1,0,0,0
balon,0,0,0,0,0,0,0,0,0,0
suara,0,1,0,0,0,0,1,0,0,1
ruang dansa,0,0,0,0,0,0,0,0,0,0
balsem,0,1,0,0,1,1,1,0,0,0
nyaman,0,0,0,0,0,0,0,0,0,0
balsem,0,0,0,0,0,0,1,0,0,0
balsam,0,0,0,0,0,0,0,0,0,0
melarang,0,0,0,0,0,1,0,0,0,0
pisang,0,0,0,0,0,0,0,0,0,0
pita,0,0,0,0,0,0,0,0,0,0
perban,0,0,0,0,0,0,0,0,0,0
bandit,0,0,0,0,0,1,0,0,0,0
kereta musik,0,0,0,0,0,0,0,0,0,0
kutukan,1,0,1,1,0,1,0,0,0,0
bang,1,0,1,1,0,1,0,1,1,0
banger,1,1,0,1,0,1,0,0,1,0
membuang,1,0,1,1,0,1,0,1,0,0
dibuang,1,0,0,1,0,1,0,1,0,0
pembuangan,1,0,1,0,0,1,0,1,0,0
banjo,0,0,0,0,0,0,0,0,0,0
bank,0,0,0,0,0,0,0,0,0,1
bankir,0,0,0,0,0,0,0,0,0,1
bangkrut,0,0,0,1,0,1,0,1,0,0
kebangkrutan,1,0,1,1,0,1,0,1,0,0
spanduk,0,0,0,0,0,0,0,0,0,0
perjamuan,0,1,0,0,1,0,1,0,0,0
banshee,1,0,1,1,0,1,0,1,0,0
kelakar,0,0,0,0,0,0,0,0,0,0
baptisan,0,0,0,0,0,0,1,0,0,0
pembaptisan,0,0,0,0,1,0,1,0,0,0
batang,0,0,0,0,0,0,0,0,0,0
duri,1,0,0,0,0,1,0,0,0,0
barbar,0,0,0,1,0,1,0,0,0,0
biadab,1,0,1,1,0,1,0,0,0,0
barbarisme,0,0,0,0,0,1,0,0,0,0
panggang,0,0,0,0,0,0,0,0,0,0
berduri,0,0,0,0,0,0,0,0,0,0
penyair,0,0,0,0,0,0,1,0,0,0
tdk berpelana,0,0,0,0,0,0,0,0,0,0
bertelanjang kaki,0,0,0,0,0,0,0,0,0,0
hampir tidak,0,0,0,0,0,0,0,0,0,0
muntah,0,0,1,0,0,0,0,0,0,0
tawar-menawar,0,0,0,0,0,0,1,0,0,1
tongkang,0,0,0,0,0,0,0,0,0,0
bariton,0,0,0,0,0,0,0,0,0,0
kulit pohon,1,0,0,0,0,1,0,0,0,0
lumbung,0,0,0,0,0,0,0,0,0,0
barney,0,0,0,0,0,0,0,0,0,0
barometer,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,0,0,0,0,0
barok,0,0,0,0,0,0,0,0,0,0
barak,0,0,0,0,0,0,0,0,0,0
dilarang,0,0,0,0,0,1,0,0,0,0
barel,0,0,0,0,0,0,0,0,0,0
tandus,0,0,0,0,0,1,0,1,0,0
barikade,0,0,0,1,0,1,0,0,0,0
penghalang,1,0,0,0,0,1,0,0,0,0
pembatasan,0,0,0,0,0,0,0,0,0,0
pengacara,0,0,0,0,0,0,0,0,0,0
gerobak dorong,0,0,1,0,0,0,0,0,0,0
pelayan bar,0,0,0,0,0,0,0,0,0,1
barter,0,0,0,0,0,0,0,0,0,1
basis,0,0,0,0,0,0,0,0,0,1
baseball,0,0,0,0,0,0,0,0,0,0
alas tiang,0,0,0,0,0,0,0,0,0,0
tak berdasar,0,0,0,0,0,1,0,0,0,0
ruang bawah tanah,0,0,0,0,0,0,0,0,0,0
basilika,0,0,0,0,0,0,0,0,0,0
baskom,0,0,0,0,0,0,0,0,0,0
dasar,0,0,0,0,0,0,0,0,0,0
berjemur,0,0,0,0,0,0,0,0,0,0
keranjang,0,0,0,0,0,0,0,0,0,0
bola basket,0,1,0,0,1,0,1,0,0,0
bas,0,0,0,0,0,0,0,0,0,0
penyanyi bas,0,0,0,0,0,0,0,0,0,0
bassoon,0,0,0,0,0,0,0,0,0,0
bajingan,0,0,1,0,0,1,0,1,0,0
benteng pertahanan,1,0,0,0,0,0,1,0,0,0
kelelawar,0,0,0,0,0,0,0,0,0,0
kelompok,0,0,0,0,0,0,0,0,0,0
pengelompokan,0,0,0,0,0,0,0,0,0,0
kemarahan,0,0,0,0,0,0,0,0,0,0
mandi,0,0,0,0,0,0,1,0,0,0
mandi,0,0,0,0,0,0,0,0,0,0
kamar mandi,0,0,0,0,0,0,0,0,0,0
batimetri,0,0,0,0,0,0,0,0,0,0
tongkat estafet,0,0,0,0,0,0,0,0,0,0
batalyon,1,0,0,0,0,0,0,0,0,0
adonan,1,0,0,1,0,1,0,0,0,0
babak belur,0,0,0,1,0,1,0,1,0,0
baterai,1,0,0,0,0,1,0,0,0,0
pertarungan,1,0,0,0,0,1,0,0,0,0
berjuang,1,0,0,1,0,1,0,1,0,0
